bill_for,issue_date,due_date,total,status,created_time
Gold Subscription Plan,2019-07-19,2019-07-19,19,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,91.75,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,47,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,39.5,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,9.7,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,18.75,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,45.75,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,9.55,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,23.8,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,9.7,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,4.85,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,36.8,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,23,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,4.85,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,9.72,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,5.25,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,10.25,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,46,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,39.5,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,45.9,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,0.98,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-20,48.45,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-20,9.7,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,48.5,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,16.45,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,48.5,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,24.35,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,9.7,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,9.7,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,24.35,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,14.65,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,11.5,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,24.35,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,48.5,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,14.65,Paid,2019-07-19
Gold Subscription Plan,2019-07-19,2019-07-19,9.7,Paid,2019-07-19
Gold Subscription Plan,2019-07-20,2019-07-20,39.5,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,2,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,4.75,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,22.5,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,12.9,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,47,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,9.35,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,46,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,9.7,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,24.35,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,48.45,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,4.85,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,9.7,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,4.85,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,3.5,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,46,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,91.75,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,47,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,23,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,9.45,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,22.9,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,47,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,18.75,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,4.85,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,9.72,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,4.85,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,4.85,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,47,Paid,2019-07-20
Gold Subscription Plan,2019-07-20,2019-07-20,16.35,Paid,2019-07-20
Gold Subscription Plan,2019-07-21,2019-07-21,39.5,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,4.85,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,9.5,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,9.45,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,23,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,48.5,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,7.65,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,14.25,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,9.35,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,17,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,91.75,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,9.7,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,9.6,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,46.75,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,23.4,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,47,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,9.72,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,47,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,9.72,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,7.65,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,7.6,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,7.75,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,39.75,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,17.1,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,9.8,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,10,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,4.77,Paid,2019-07-21
Gold Subscription Plan,2019-07-21,2019-07-21,47,Paid,2019-07-21
Gold Subscription Plan,2019-07-22,2019-07-22,39.75,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,14.65,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,18.75,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,9.55,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,91,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,48.45,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,24.35,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,10.25,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,9.4,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,9.7,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,46,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,47,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,23,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,47,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,9.7,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,4.85,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,23,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,10.25,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,9.45,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,17.1,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,15.5,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,39.75,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,4.85,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,10.25,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,15.5,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,47,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,7.65,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,9.72,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,45.9,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,17,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,47,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,7.65,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,9.45,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,9.25,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,7.5,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,7.5,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,46,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,9.7,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,4.8,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,9.35,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,48.45,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,14.6,Paid,2019-07-22
Gold Subscription Plan,2019-07-22,2019-07-22,9.35,Paid,2019-07-22
Gold Subscription Plan,2019-07-23,2019-07-23,2.85,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,5.25,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,48.45,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,39.75,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,46,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,18.6,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,19.7,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,4.85,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,24.35,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.7,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.35,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,22.9,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,4.78,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,15.5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,48.45,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,91,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,48.5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.72,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,4.85,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,48.5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,24.4,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.7,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,14.65,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,17.5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,39.75,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,4.8,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,4.85,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,23,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.45,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.7,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,29.9,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,47,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,15,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.3,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,18.3,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,45.4,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,10.25,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,45.85,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,4.85,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.7,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,15.5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.55,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,23.5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.4,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,47,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,47,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,23.8,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,45.75,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,4.78,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,5.25,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,23.8,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,18.3,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.45,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,18.75,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,91,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,22.75,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,45.75,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,5.25,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,24.35,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,48.5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.7,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,4.78,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.7,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,21.5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,24.9,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,28.45,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,1.15,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.7,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,14.65,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,1.25,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,4.85,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,47,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,18.75,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.35,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,4.85,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.72,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,18.75,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.55,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,9.5,Paid,2019-07-23
Gold Subscription Plan,2019-07-23,2019-07-23,24,Paid,2019-07-23
Gold Subscription Plan,2019-07-24,2019-07-24,4.75,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,3.45,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,39.75,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,7.75,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,48.45,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,9.7,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,49.5,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,9.4,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,23,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,10.25,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,9.35,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,9.45,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,9.7,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,1.25,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,48.45,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,4.75,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-25,9.35,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,7.65,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,24.35,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,17.45,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,15.5,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-26,9.55,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,15.5,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,17.5,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,4.85,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,9.7,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,47,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,22.9,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,9.5,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,18.75,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,23.8,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,18.65,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,10.25,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,17.75,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,39.5,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,9.5,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,9.35,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,91,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,46.75,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,4.77,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,48.45,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,18.75,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-07-24,10.25,Paid,2019-07-24
Gold Subscription Plan,2019-07-24,2019-08-02,9.5,Paid,2019-07-24
Gold Subscription Plan,2019-07-25,2019-07-25,4.85,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,14.85,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,9.8,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,5,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,49,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,19.7,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,29.9,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,15,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,9.5,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,47.99,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,19.95,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,45.35,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,46,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,47,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,7.65,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,9.7,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,14.65,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,24.35,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,91.75,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,22.9,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,18.65,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,48.45,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,7.65,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,7.65,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,91.65,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,46,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,91.5,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,32.5,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,45.8,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,45.35,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,47,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,2,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,9.35,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,18.75,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,13.5,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,4.85,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,20,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,20,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,20,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,20,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,29.75,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,10.25,Paid,2019-07-25
Gold Subscription Plan,2019-07-25,2019-07-25,24,Paid,2019-07-25
Gold Subscription Plan,2019-07-26,2019-07-26,9.7,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,14.65,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,39.5,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,17.45,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,9.35,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,18.75,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,500,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,45.35,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,22.5,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,9.4,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,9.6,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,45.25,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,13.5,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,19.8,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,18.75,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,45.8,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,23.8,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,2.1,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,4.85,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,9.72,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,24.4,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,4.85,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,47,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,48.45,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,14.6,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,45.85,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,5.25,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,10.25,Paid,2019-07-26
Gold Subscription Plan,2019-07-26,2019-07-26,19.8,Paid,2019-07-26
